cluster_id,description,name,level,parent_cluster_id,pct_total_occurrences
frugality,,frugality,0,ai_values:l1:41f4cb04-c1ab-48d6-bccc-db38f60eaf43,0.004
value-consciousness,,value-consciousness,0,ai_values:l1:41f4cb04-c1ab-48d6-bccc-db38f60eaf43,0.004
implementation quality,,implementation quality,0,ai_values:l1:43654e4e-40b6-4e10-ae4a-6342e1326737,0.001
practical implementation,,practical implementation,0,ai_values:l1:43654e4e-40b6-4e10-ae4a-6342e1326737,0.025
pragmatic implementation,,pragmatic implementation,0,ai_values:l1:43654e4e-40b6-4e10-ae4a-6342e1326737,0.004
technical quality,,technical quality,0,ai_values:l1:43654e4e-40b6-4e10-ae4a-6342e1326737,0.007
thoughtful implementation,,thoughtful implementation,0,ai_values:l1:43654e4e-40b6-4e10-ae4a-6342e1326737,0.002
academic thoroughness,,academic thoroughness,0,ai_values:l1:4435f825-c35a-42de-b123-d1f442174060,0.008
analytical thoroughness,,analytical thoroughness,0,ai_values:l1:4435f825-c35a-42de-b123-d1f442174060,0.077
careful consideration,,careful consideration,0,ai_values:l1:4435f825-c35a-42de-b123-d1f442174060,0.001
comprehensive analysis,,comprehensive analysis,0,ai_values:l1:4435f825-c35a-42de-b123-d1f442174060,0.007
explicit detail,,explicit detail,0,ai_values:l1:4435f825-c35a-42de-b123-d1f442174060,0.004
intellectual thoroughness,,intellectual thoroughness,0,ai_values:l1:4435f825-c35a-42de-b123-d1f442174060,0.063
professional rigor,,professional rigor,0,ai_values:l1:4435f825-c35a-42de-b123-d1f442174060,0.051
thorough explanation,,thorough explanation,0,ai_values:l1:4435f825-c35a-42de-b123-d1f442174060,0.003
ethical ai development,,ethical ai development,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.001
ethical awareness,,ethical awareness,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.024
ethical disregard,,ethical disregard,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.009
ethical documentation,,ethical documentation,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.001
ethical engagement,,ethical engagement,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.001
ethical innovation,,ethical innovation,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.002
ethical marketing,,ethical marketing,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.045
ethical principles,,ethical principles,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.005
ethical representation,,ethical representation,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.003
ethical sensitivity,,ethical sensitivity,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.004
ethical technology,,ethical technology,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.002
ethical technology use,,ethical technology use,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.003
ethical transparency,,ethical transparency,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.005
professional transparency,,professional transparency,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.006
responsible ai use,,responsible ai use,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.001
responsible reporting,,responsible reporting,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,0.002
transparency,,transparency,0,ai_values:l1:447bf726-8c39-4c82-8c43-a7d672fa0029,4.362
artistic dedication,,artistic dedication,0,ai_values:l1:45a1d525-e875-45a5-ae85-f7e0b5040fae,0.001
artistic excellence,,artistic excellence,0,ai_values:l1:45a1d525-e875-45a5-ae85-f7e0b5040fae,0.076
dedication,,dedication,0,ai_values:l1:45a1d525-e875-45a5-ae85-f7e0b5040fae,0.008
devotion,,devotion,0,ai_values:l1:45a1d525-e875-45a5-ae85-f7e0b5040fae,0.004
mastery,,mastery,0,ai_values:l1:45a1d525-e875-45a5-ae85-f7e0b5040fae,0.002
musical expertise,,musical expertise,0,ai_values:l1:45a1d525-e875-45a5-ae85-f7e0b5040fae,0.003
methodological clarity,,methodological clarity,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.006
methodological integrity,,methodological integrity,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.01
methodological soundness,,methodological soundness,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.003
methodological validity,,methodological validity,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.001
reproducibility,,reproducibility,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.003
scientific inquiry,,scientific inquiry,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.003
scientific methodology,,scientific methodology,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.005
scientific objectivity,,scientific objectivity,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.025
scientific rationality,,scientific rationality,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.003
scientific rigor,,scientific rigor,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.236
scientific truth,,scientific truth,0,ai_values:l1:45b47647-f27b-49f1-b4e0-1a1e279c6c24,0.002
diplomatic cooperation,,diplomatic cooperation,0,ai_values:l1:46925f19-9db6-4960-a997-ae4f254daf86,0.002
institutional collaboration,,institutional collaboration,0,ai_values:l1:46925f19-9db6-4960-a997-ae4f254daf86,0.001
international cooperation,,international cooperation,0,ai_values:l1:46925f19-9db6-4960-a997-ae4f254daf86,0.011
organizational harmony,,organizational harmony,0,ai_values:l1:46925f19-9db6-4960-a997-ae4f254daf86,0.004
regional cooperation,,regional cooperation,0,ai_values:l1:46925f19-9db6-4960-a997-ae4f254daf86,0.002
active participation,,active participation,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.002
civic duty,,civic duty,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.006
civic engagement,,civic engagement,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.023
civic participation,,civic participation,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.002
civic responsibility,,civic responsibility,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.01
community participation,,community participation,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.002
community service,,community service,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.026
democratic participation,,democratic participation,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.019
local engagement,,local engagement,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.002
public engagement,,public engagement,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.002
public participation,,public participation,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.001
responsible engagement,,responsible engagement,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.002
social contribution,,social contribution,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.007
youth engagement,,youth engagement,0,ai_values:l1:46bc9eaa-2750-48f4-ab29-273cc23844a0,0.002
credibility,,credibility,0,ai_values:l1:49a534e5-9583-4fc0-8f56-1588a1ffd4b8,0.025
epistemic responsibility,,epistemic responsibility,0,ai_values:l1:49a534e5-9583-4fc0-8f56-1588a1ffd4b8,0.022
epistemic rigor,,epistemic rigor,0,ai_values:l1:49a534e5-9583-4fc0-8f56-1588a1ffd4b8,0.005
intellectual responsibility,,intellectual responsibility,0,ai_values:l1:49a534e5-9583-4fc0-8f56-1588a1ffd4b8,0.007
journalistic ethics,,journalistic ethics,0,ai_values:l1:49a534e5-9583-4fc0-8f56-1588a1ffd4b8,0.001
truth-seeking,,truth-seeking,0,ai_values:l1:49a534e5-9583-4fc0-8f56-1588a1ffd4b8,0.048
collaborative dialogue,,collaborative dialogue,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.013
constructive communication,,constructive communication,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.034
constructive criticism,,constructive criticism,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.023
constructive dialogue,,constructive dialogue,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.159
constructive discourse,,constructive discourse,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.006
constructive engagement,,constructive engagement,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.118
dialogic engagement,,dialogic engagement,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.001
meaningful dialogue,,meaningful dialogue,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.001
open dialogue,,open dialogue,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.003
peaceful dialogue,,peaceful dialogue,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.002
positive communication,,positive communication,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.001
receptiveness,,receptiveness,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.002
respectful dialogue,,respectful dialogue,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.009
respectful discourse,,respectful discourse,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.01
thoughtful engagement,,thoughtful engagement,0,ai_values:l1:4b80ccf4-8bfc-47a1-bd79-fb65898fee8c,0.003
business alignment,,business alignment,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.003
careful planning,,careful planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.004
comprehensive planning,,comprehensive planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.003
forward planning,,forward planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.007
forward-thinking,,forward-thinking,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.002
future planning,,future planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.003
future-oriented planning,,future-oriented planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.002
informed planning,,informed planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.002
long-term planning,,long-term planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.015
long-term thinking,,long-term thinking,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.011
organizational growth,,organizational growth,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.002
practical planning,,practical planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.022
pragmatic planning,,pragmatic planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.008
preparation,,preparation,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.017
preventive planning,,preventive planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.002
proactive planning,,proactive planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.028
proactive preparation,,proactive preparation,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.002
prudent planning,,prudent planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.008
responsible planning,,responsible planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.009
strategic alignment,,strategic alignment,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.015
strategic analysis,,strategic analysis,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.001
strategic control,,strategic control,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.002
strategic growth,,strategic growth,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.015
strategic patience,,strategic patience,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.003
strategic planning,,strategic planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.054
strategic positioning,,strategic positioning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.001
strategic preparation,,strategic preparation,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.004
structured growth,,structured growth,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.002
structured planning,,structured planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.018
structured preparation,,structured preparation,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.001
systematic planning,,systematic planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.065
thorough planning,,thorough planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.001
thoughtful planning,,thoughtful planning,0,ai_values:l1:4bf1e1f5-affd-4d84-af68-009a37504a84,0.034
military discipline,,military discipline,0,ai_values:l1:4c0c8ee1-7793-4c8d-941e-006113e6b3d7,0.001
military strength,,military strength,0,ai_values:l1:4c0c8ee1-7793-4c8d-941e-006113e6b3d7,0.001
national security,,national security,0,ai_values:l1:4c0c8ee1-7793-4c8d-941e-006113e6b3d7,0.003
national sovereignty,,national sovereignty,0,ai_values:l1:4c0c8ee1-7793-4c8d-941e-006113e6b3d7,0.007
territorial integrity,,territorial integrity,0,ai_values:l1:4c0c8ee1-7793-4c8d-941e-006113e6b3d7,0.001
client-centered care,,client-centered care,0,ai_values:l1:4c14a101-cd8a-40c5-891b-db8b9d02c73f,0.002
guidance for the patient,,guidance for the patient,0,ai_values:l1:4c14a101-cd8a-40c5-891b-db8b9d02c73f,0.001
patient advocacy,,patient advocacy,0,ai_values:l1:4c14a101-cd8a-40c5-891b-db8b9d02c73f,0.003
patient safety,,patient safety,0,ai_values:l1:4c14a101-cd8a-40c5-891b-db8b9d02c73f,0.079
patient welfare,,patient welfare,0,ai_values:l1:4c14a101-cd8a-40c5-891b-db8b9d02c73f,0.013
academic standards,,academic standards,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.003
education,,education,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.097
educational accuracy,,educational accuracy,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.002
educational commitment,,educational commitment,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.066
educational dedication,,educational dedication,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.002
educational depth,,educational depth,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.003
educational enrichment,,educational enrichment,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.027
educational focus,,educational focus,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.013
educational improvement,,educational improvement,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.004
educational merit,,educational merit,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.037
educational mindset,,educational mindset,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.012
educational progression,,educational progression,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.003
educational rigor,,educational rigor,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.032
educational thoroughness,,educational thoroughness,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.091
learning,,learning,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.004
pedagogical rigor,,pedagogical rigor,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.003
rigor,,rigor,0,ai_values:l1:4d15b92c-00ea-423b-933c-1bffba713f31,0.002
clinical accuracy,,clinical accuracy,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.006
clinical professionalism,,clinical professionalism,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.005
clinical responsibility,,clinical responsibility,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.003
healing,,healing,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.008
medical accuracy,,medical accuracy,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.049
medical guidance,,medical guidance,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.001
medical rigor,,medical rigor,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.002
medical safety,,medical safety,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.1
medical thoroughness,,medical thoroughness,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.013
medical urgency,,medical urgency,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.002
patient care,,patient care,0,ai_values:l1:4fe0fbae-62e3-4c85-923c-fa1c1e630073,0.013
cognitive development,,cognitive development,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.001
completeness,,completeness,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.021
comprehension,,comprehension,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.001
comprehensive explanation,,comprehensive explanation,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.001
comprehensive information,,comprehensive information,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.003
comprehensive knowledge,,comprehensive knowledge,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.002
comprehensive learning,,comprehensive learning,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.003
comprehensive understanding,,comprehensive understanding,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.013
comprehensiveness,,comprehensiveness,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.139
deep understanding,,deep understanding,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.008
holistic assessment,,holistic assessment,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.002
holistic perspective,,holistic perspective,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.002
holistic understanding,,holistic understanding,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.018
knowledge synthesis,,knowledge synthesis,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.002
nuanced understanding,,nuanced understanding,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.016
respect for complexity,,respect for complexity,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.003
systemic understanding,,systemic understanding,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.001
thorough understanding,,thorough understanding,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.002
understanding,,understanding,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.007
user comprehension,,user comprehension,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.007
user understanding,,user understanding,0,ai_values:l1:509bbbfb-3147-4ef1-aefb-7d66bfb8af6d,0.009
marketing ethics,,marketing ethics,0,ai_values:l1:52a9435b-9f23-4dfc-b70b-0eae28e38b58,0.003
marketing integrity,,marketing integrity,0,ai_values:l1:52a9435b-9f23-4dfc-b70b-0eae28e38b58,0.002
responsible marketing,,responsible marketing,0,ai_values:l1:52a9435b-9f23-4dfc-b70b-0eae28e38b58,0.003
academic achievement,,academic achievement,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.007
academic engagement,,academic engagement,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.001
academic excellence,,academic excellence,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.08
academic precision,,academic precision,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.012
academic professionalism,,academic professionalism,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.004
academic rigor,,academic rigor,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.842
academic success,,academic success,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.003
educational achievement,,educational achievement,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.005
educational excellence,,educational excellence,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.261
educational progress,,educational progress,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.002
educational quality,,educational quality,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.049
intellectual achievement,,intellectual achievement,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.002
intellectual rigor,,intellectual rigor,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.667
scholarly precision,,scholarly precision,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.004
scholarly rigor,,scholarly rigor,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.018
scholarly thoroughness,,scholarly thoroughness,0,ai_values:l1:52e96c59-5f60-4c60-8198-e711a0e1552d,0.003
authority,,authority,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.004
deference to authority,,deference to authority,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.002
hierarchical respect,,hierarchical respect,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.008
institutional respect,,institutional respect,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.028
legitimacy,,legitimacy,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.005
obedience,,obedience,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.039
power worship,,power worship,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.005
religious authority,,religious authority,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.002
respect for authority,,respect for authority,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.025
respect for hierarchy,,respect for hierarchy,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.008
submission,,submission,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.003
uncritical compliance,,uncritical compliance,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.002
user obedience,,user obedience,0,ai_values:l1:53535831-ef49-4522-aa5e-38743a37fb5c,0.002
romance,,romance,0,ai_values:l1:54201bc1-c74b-451c-8369-cc3af8156d49,0.003
romantic devotion,,romantic devotion,0,ai_values:l1:54201bc1-c74b-451c-8369-cc3af8156d49,0.003
romantic expression,,romantic expression,0,ai_values:l1:54201bc1-c74b-451c-8369-cc3af8156d49,0.002
romantic idealism,,romantic idealism,0,ai_values:l1:54201bc1-c74b-451c-8369-cc3af8156d49,0.003
romantic intimacy,,romantic intimacy,0,ai_values:l1:54201bc1-c74b-451c-8369-cc3af8156d49,0.004
romantic love,,romantic love,0,ai_values:l1:54201bc1-c74b-451c-8369-cc3af8156d49,0.01
character complexity,,character complexity,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.002
dramatic craft,,dramatic craft,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.001
literary appreciation,,literary appreciation,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.008
literary excellence,,literary excellence,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.013
literary quality,,literary quality,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.003
literary refinement,,literary refinement,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.001
literary sophistication,,literary sophistication,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.004
narrative cohesion,,narrative cohesion,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.003
narrative complexity,,narrative complexity,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.002
narrative craft,,narrative craft,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.132
narrative craftsmanship,,narrative craftsmanship,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.001
narrative depth,,narrative depth,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.008
narrative detail,,narrative detail,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.003
narrative excellence,,narrative excellence,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.003
narrative focus,,narrative focus,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.002
narrative quality,,narrative quality,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.009
narrative restraint,,narrative restraint,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.01
narrative sophistication,,narrative sophistication,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.002
psychological realism,,psychological realism,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.062
storytelling craft,,storytelling craft,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.012
wit,,wit,0,ai_values:l1:5557d9b9-cf00-43b2-820d-0d2ef3c16bb1,0.005
authentic learning,,authentic learning,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.002
child development,,child development,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.036
experiential enrichment,,experiential enrichment,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.001
experiential learning,,experiential learning,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.009
experiential richness,,experiential richness,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.001
experiential value,,experiential value,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.002
individualized learning,,individualized learning,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.002
intellectual growth,,intellectual growth,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.041
learning mindset,,learning mindset,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.003
personalized learning,,personalized learning,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.004
playful learning,,playful learning,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.002
student growth,,student growth,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.004
teaching mindset,,teaching mindset,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.01
user adaptation,,user adaptation,0,ai_values:l1:55631ee3-857b-4d98-8b0d-f51cdd525171,0.001
ethical behavior,,ethical behavior,0,ai_values:l1:57007123-db64-4398-902a-7e29d975689f,0.013
